order_id,product_id,product_name,category,price
048982dc-4eaa-44de-b1ff-4682c09f3fb0,PWPX0982761091013,Rice Cakes,Supermarket,6.56
048e5947-7ee2-4278-8cb2-ffb6610c79a2,PWPX0982761091083,Chia Seeds,Supermarket,8.21
048e9238-011c-4908-9eb9-3f8d06ad4eff,PWPX0982761091064,Red Onions,Supermarket,18.81
04a44334-663a-4fd2-aa35-4b942796ae50,PWPX0982761091076,Chicken Thighs,Supermarket,15.69
04b1c69f-be74-43c2-8f5f-547d8c760263,PWPX0982761091100,Apple MacBook Pro,Electronics,424.82
059b58ab-78d5-460c-8195-5fb9d781ba21,PWPX0982761091028,Spaghetti,Supermarket,18.35
05a456ee-8e45-4c63-bc58-887a8af66526,PWPX0982761091056,Salted Butter,Supermarket,9.89
066adbee-83ff-4a0e-bc61-ead06f764daf,PWPX0982761091091,Diced Tomatoes,Supermarket,9.48
066adbee-83ff-4a0e-bc61-ead06f764daf,PWPX0982761091067,Garlic Bread,Supermarket,11.53
0693c696-1c3e-400b-ad96-a7ec343c9ae9,PWPX0982761091068,Frozen Broccoli,Supermarket,11.26
0693c696-1c3e-400b-ad96-a7ec343c9ae9,PWPX0982761090993,Ground Coffee,Supermarket,13.28
06b72cf5-4b2b-4ab4-a12d-836193fb83f0,PWPX0982761090983,Uncured Bacon,Supermarket,4.67
06b94e59-1b32-4aec-ba38-74011fd47a64,PWPX0982761091124,Nest Thermostat,Electronics,528.96
06c74ff9-044a-4e95-a76e-324ccb86a255,PWPX0982761090994,Peanut Butter,Supermarket,19.32
06faaddd-fd7e-4737-aad9-5b0fccc36420,PWPX0982761091125,Nintendo Switch,Electronics,725.5
0718e76d-daea-4e83-a901-928fb8550c25,PWPX0982761091109,GoPro Hero 9,Electronics,908.87
071d71b9-fe38-49e6-b08d-6ceb5802be05,PWPX0982761091086,Frozen Mozzarella,Supermarket,17.09
07210271-46e0-4f04-8ee9-7fbe1bcf6fbb,PWPX0982761091102,Sony PlayStation 5,Electronics,880.38
0726758a-9335-4d7c-888f-820ef4aa871c,PWPX0982761091085,Red Grapes,Supermarket,14.67
0731f726-63bb-431d-84d9-8a18100a32ca,PWPX0982761091054,Turkey Burgers,Supermarket,8.48
074a77f9-bf9b-4f0a-8249-bb582b7d8add,PWPX0982761091110,Kindle Paperwhite,Electronics,738.81
0757d853-9277-4fe2-8ec2-4debd11d16d2,PWPX0982761091053,Cottage Cheese,Supermarket,18.25
0757d853-9277-4fe2-8ec2-4debd11d16d2,PWPX0982761091032,Olive Oil,Supermarket,6.09
076934dc-5103-4ffe-829b-d4c3a0611d67,PWPX0982761091100,Apple MacBook Pro,Electronics,424.82
076c02ae-9f33-4765-b301-91a68ed884f6,PWPX0982761090997,Chicken Breast,Supermarket,5.93
07945bf3-25ff-41f8-8424-72d75a333a9f,PWPX0982761091001,Frozen Pizza,Supermarket,15.09
07c3e74d-7721-48e3-aebf-78f2b1278797,PWPX0982761091085,Red Grapes,Supermarket,14.67
07e949a2-4917-4ba2-a648-90510bbbab2f,PWPX0982761091094,Frozen Ravioli,Supermarket,10.96
0809a5b6-dd7f-4e82-a8e6-a893f1f3ff1a,PWPX0982761091126,Panasonic Lumix Camera,Electronics,187.4
080bf7f2-d3c9-4d33-a4cf-637762441f6e,PWPX0982761090993,Ground Coffee,Supermarket,13.28
080bf7f2-d3c9-4d33-a4cf-637762441f6e,PWPX0982761091080,Spices Assortment,Supermarket,13.74
080cc875-d832-423b-91f8-0c7277d5738f,PWPX0982761091072,Cereal Bars,Supermarket,6.13
080cc875-d832-423b-91f8-0c7277d5738f,PWPX0982761091050,Rice Pudding,Supermarket,10.16
08aeedb5-9be8-4063-b564-e052eba23559,PWPX0982761091086,Frozen Mozzarella,Supermarket,17.09
08bfb8ab-71d5-4ae6-af32-e48a3115309b,PWPX0982761090992,Canned Tuna,Supermarket,18.6
08bfb8ab-71d5-4ae6-af32-e48a3115309b,PWPX0982761091079,Canned Chickpeas,Supermarket,16.82
08cfd2d6-f8dd-47d1-8fa7-0fcdf3a5a14d,PWPX0982761091051,Frozen Berries,Supermarket,15.89
091b676a-cafb-4a89-8f68-e145f50708e6,PWPX0982761091093,Chocolate Milk,Supermarket,6.48
091b676a-cafb-4a89-8f68-e145f50708e6,PWPX0982761091069,Ground Beef,Supermarket,13.27
0943ee95-3fce-4305-826b-4e08c5d4876f,PWPX0982761091039,Chicken Wings,Supermarket,19.38
0970ba41-1ba7-44d0-8e4e-84844360dd03,PWPX0982761091022,Shredded Cheese,Supermarket,16.28
097b9903-bd99-4a50-9629-99027d245868,PWPX0982761091001,Frozen Pizza,Supermarket,15.09
09adb998-fbe0-4ea3-bb10-ceef2b1883e1,PWPX0982761091018,Butter,Supermarket,3.85
09b47c0b-c2cb-4470-acdc-0e29f57c55b8,PWPX0982761090986,Sourdough Bread,Supermarket,19.77
09e0138c-f520-44ea-aed2-700fc88aeaf5,PWPX0982761091097,Beats Studio Pro Headphone,Electronics,690.88
0a152d90-1703-4a09-8f3f-febbfa5d8b2a,PWPX0982761090999,Brown Rice,Supermarket,17.11
0a152d90-1703-4a09-8f3f-febbfa5d8b2a,PWPX0982761090999,Brown Rice,Supermarket,17.11
0a152d90-1703-4a09-8f3f-febbfa5d8b2a,PWPX0982761090999,Brown Rice,Supermarket,17.11
0a15ce37-c3b2-4a8f-940c-867e6c4d2de4,PWPX0982761091062,Bread Crumbs,Supermarket,19.8
0a2efd6b-5a50-4eba-96fc-cee49fec566d,PWPX0982761091077,Frozen Mixed Berries,Supermarket,3.1
0a6398b7-87ae-4d1b-b075-8dc8d2c88efa,PWPX0982761091042,Shredded Carrots,Supermarket,13.83
0a6398b7-87ae-4d1b-b075-8dc8d2c88efa,PWPX0982761091021,Pasta,Supermarket,16.2
0aba5a29-59cf-4a3b-95fa-7ce8fc8d5738,PWPX0982761090984,Whole Milk,Supermarket,9.95
0ad591fb-c810-451c-96bc-f635572791ad,PWPX0982761091050,Rice Pudding,Supermarket,10.16
0adcfe46-55c5-4a56-b904-315005d61e68,PWPX0982761090997,Chicken Breast,Supermarket,5.93
0b039f6d-093b-4f08-9ac4-1677d231cbb2,PWPX0982761091024,Chocolate Chip Cookies,Supermarket,10.78
0b13900b-fd0f-4e4e-a853-4d86dc62f715,PWPX0982761091038,Beef Patties,Supermarket,6.94
0b1a02b7-2b8b-410e-b1ac-77bf8760c67d,PWPX0982761091020,Frozen Waffles,Supermarket,11.08
0b3d2bf4-3f98-4760-9200-52df6a071575,PWPX0982761091011,Avocado,Supermarket,7.3
0bb81e46-72d0-414d-bf80-4db32e4ec7bd,PWPX0982761090982,Kellogg's Frosties,Supermarket,12.53
0bdf2dc1-f8e0-4f1e-872d-72c79e014209,PWPX0982761091053,Cottage Cheese,Supermarket,18.25
0c27560c-991b-477e-9e1d-d4330eed646b,PWPX0982761091033,Pancake Mix,Supermarket,17.78
0c5e1845-823d-426a-8a64-a80de5f41c45,PWPX0982761091091,Diced Tomatoes,Supermarket,9.48
0c727e6c-7469-45ec-9c6e-d83736565a6f,PWPX0982761090991,Honey Nut Cheerios,Supermarket,17.54
0c767967-a542-48aa-939e-c342fa4ed00e,PWPX0982761091065,Avocado Oil,Supermarket,8.75
0c841502-031b-45b4-9e7b-93f858b17dc9,PWPX0982761091070,Tortilla Chips,Supermarket,12.63
0c8aee22-33ce-4c52-b151-3eeed0cb0047,PWPX0982761091080,Spices Assortment,Supermarket,13.74
0c8aee22-33ce-4c52-b151-3eeed0cb0047,PWPX0982761091057,String Cheese,Supermarket,11.13
0d181ac9-3ccf-4d04-aeda-92fe3e9fc994,PWPX0982761091040,Hot Dog Buns,Supermarket,16.3
0d1d5b95-2248-41ff-9486-c49dc972d44d,PWPX0982761091044,Protein Bars,Supermarket,15.49
0d68b91c-e70e-4be9-8316-a5ac1e2c364d,PWPX0982761091013,Rice Cakes,Supermarket,6.56
0d85bbf8-d3bd-4005-94aa-dec907e8b031,PWPX0982761091072,Cereal Bars,Supermarket,6.13
0d85ed44-7a4d-44d5-842b-63db45e1fdbe,PWPX0982761091013,Rice Cakes,Supermarket,6.56
0db29995-1def-4586-aaa6-d63fe55251f5,PWPX0982761091057,String Cheese,Supermarket,11.13
0e38e133-83c4-47d4-94ea-438ea9ecc422,PWPX0982761091001,Frozen Pizza,Supermarket,15.09
0e4e2b8e-1c9c-47bf-ba32-393e6af6fb3c,PWPX0982761091097,Beats Studio Pro Headphone,Electronics,690.88
0e6f09d0-4ad3-490e-a8a0-1c76be8e5204,PWPX0982761091043,Mozzarella Sticks,Supermarket,16.0
0e7a6908-43c9-4beb-8ede-2678893a4fc0,PWPX0982761090991,Honey Nut Cheerios,Supermarket,17.54
0eb16ff0-6167-427b-944d-354cb52303ce,PWPX0982761091090,Macaroni,Supermarket,7.75
0ec7e5d5-6f38-4987-bad8-a50c418183a2,PWPX0982761091022,Shredded Cheese,Supermarket,16.28
0ede35a5-0461-42af-ad06-924578b2bd34,PWPX0982761090989,Tomato Soup,Supermarket,7.82
0ede35a5-0461-42af-ad06-924578b2bd34,PWPX0982761090989,Tomato Soup,Supermarket,7.82
0ede35a5-0461-42af-ad06-924578b2bd34,PWPX0982761090989,Tomato Soup,Supermarket,7.82
0efa41b1-86b7-4aca-af0b-be8bf62a1d04,PWPX0982761090992,Canned Tuna,Supermarket,18.6
0f54086e-7189-4963-b6a2-33e510a2f278,PWPX0982761091052,Baby Spinach,Supermarket,16.67
0fb163f7-c7b8-4766-961d-6904f613c254,PWPX0982761090998,Broccoli,Supermarket,4.38
0fb25b5c-efa4-411c-bab3-55ec32a1615c,PWPX0982761091022,Shredded Cheese,Supermarket,16.28
0fb8d746-5d34-4475-b20e-d192a65216b7,PWPX0982761090987,Cheddar Cheese,Supermarket,12.47
0fd8e667-4336-41e2-b858-f6c1abda8a65,PWPX0982761091040,Hot Dog Buns,Supermarket,16.3
0fe2dec0-a44e-4208-9b32-e4c81f78498a,PWPX0982761090984,Whole Milk,Supermarket,9.95
10044d93-414b-4394-b146-9c184357aaa2,PWPX0982761091094,Frozen Ravioli,Supermarket,10.96
10d4f25a-4f84-4980-96ec-08e66eaf812e,PWPX0982761091099,Samsung Galaxy S21,Electronics,783.07
10f4a811-d48e-4da0-98eb-7d6199c80a6a,PWPX0982761091029,Garlic,Supermarket,12.53
111345ab-0b9b-4a30-b257-38df1aff81b7,PWPX0982761091014,Whole Wheat Bread,Supermarket,3.85
11704eeb-74e6-4cbb-ac21-c375f3ca9582,PWPX0982761091007,Apples,Supermarket,18.45
11904359-8659-415a-bbd1-db83b94e9379,PWPX0982761091122,Roku Ultra Streaming Device,Electronics,632.85
1193d536-63a5-4069-8ce0-5664f19859a4,PWPX0982761090995,Cinnamon Toast Crunch,Supermarket,8.11
1206f2bb-cc3f-4a5e-b07e-49c08c12298b,PWPX0982761091078,Frozen Shrimp,Supermarket,4.71
1206f2bb-cc3f-4a5e-b07e-49c08c12298b,PWPX0982761091055,Salsa,Supermarket,11.83
123c4f8e-39bc-4236-96be-e1a4d2c5787b,PWPX0982761091008,Oranges,Supermarket,4.51
123c4f8e-39bc-4236-96be-e1a4d2c5787b,PWPX0982761091087,Pumpkin Puree,Supermarket,9.29
123f19c6-081d-4469-a7a5-f2518f436e06,PWPX0982761091071,Oyster Sauce,Supermarket,10.47
124fa999-35c4-403e-8e9b-9fbd2945a3e0,PWPX0982761091028,Spaghetti,Supermarket,18.35
1270334a-7cfb-4e9d-ba90-778f8ab0e0af,PWPX0982761091028,Spaghetti,Supermarket,18.35
127ad999-fbfd-4ded-b05d-50208b319b9e,PWPX0982761091097,Beats Studio Pro Headphone,Electronics,690.88
128380ec-12b7-483f-a0b7-6722dd354c29,PWPX0982761091038,Beef Patties,Supermarket,6.94
12b950c4-2ad8-4ea0-a86a-0138be00f7e6,PWPX0982761091083,Chia Seeds,Supermarket,8.21
12df1d1c-14a2-41d8-9e23-4e65fba09880,PWPX0982761091080,Spices Assortment,Supermarket,13.74
12ee9e43-17a7-40b9-b3a1-2e1890563a87,PWPX0982761091119,Dyson V11 Vacuum,Electronics,300.54
1308de8b-cdc3-4f58-a178-523674f33b57,PWPX0982761090987,Cheddar Cheese,Supermarket,12.47
135578d8-53c4-4f43-9639-eb322f7febb0,PWPX0982761090993,Ground Coffee,Supermarket,13.28
136c3b46-cb80-4019-93ac-64469895094c,PWPX0982761091002,Granola Bars,Supermarket,8.23
139b2199-63ad-4d44-9275-eb4c8d56e329,PWPX0982761090984,Whole Milk,Supermarket,9.95
13eadfe4-1e57-4abe-b7a0-97807c678374,PWPX0982761090986,Sourdough Bread,Supermarket,19.77
147c4875-504a-4035-9556-83243c0a64e2,PWPX0982761091007,Apples,Supermarket,18.45
1480f480-d3a8-4745-9522-6e28568b7488,PWPX0982761091067,Garlic Bread,Supermarket,11.53
1480f480-d3a8-4745-9522-6e28568b7488,PWPX0982761091046,Orange Juice,Supermarket,6.1
1491253d-b3f5-4c53-bb8a-b50d25e6f8c6,PWPX0982761091041,Mustard,Supermarket,7.95
1493ab50-1bf9-4655-8558-59a0c0eeca32,PWPX0982761091031,Corn Tortillas,Supermarket,9.97
149cfc55-361d-4c90-b08f-104473ef12c2,PWPX0982761090983,Uncured Bacon,Supermarket,4.67
14c67946-95a5-40f0-b4e8-ea3b2c49f4a2,PWPX0982761091012,Hummus,Supermarket,7.92
14cb2e5b-332a-4921-a557-c3f72763e711,PWPX0982761091031,Corn Tortillas,Supermarket,9.97
14ed0b9d-757f-4882-8b7b-c0b8f9f87c9d,PWPX0982761091006,Soy Sauce,Supermarket,9.37
1507251c-bc01-48ea-afb0-114fdc05f830,PWPX0982761091037,Almond Butter,Supermarket,12.01
150edfc8-eff6-4510-9a7a-9f9444b4970e,PWPX0982761091078,Frozen Shrimp,Supermarket,4.71
150f1b17-5027-49ee-a45c-7815f494b6e8,PWPX0982761091046,Orange Juice,Supermarket,6.1
15108fd0-4d26-4b84-a56d-c4b293b5e653,PWPX0982761091057,String Cheese,Supermarket,11.13
1516cc6b-10cc-4f5d-b679-6b3d84552f02,PWPX0982761091028,Spaghetti,Supermarket,18.35
152cb93f-4655-47b0-9c27-43a69678f888,PWPX0982761091079,Canned Chickpeas,Supermarket,16.82
15485ec7-dac7-49cd-b803-36e24b183930,PWPX0982761091037,Almond Butter,Supermarket,12.01
1561cb7c-da51-4ada-8332-daa605df5a40,PWPX0982761090994,Peanut Butter,Supermarket,19.32
1564327c-7e23-41f8-95cc-3d3311564f9d,PWPX0982761091064,Red Onions,Supermarket,18.81
157763f8-7c41-4bba-8f90-25660f317384,PWPX0982761091034,Eggs,Supermarket,10.57
15b87e18-e7b9-446b-ba1e-0dde4cc7f2ac,PWPX0982761091071,Oyster Sauce,Supermarket,10.47
15c7b849-8e47-48db-8038-a0f21ed83531,PWPX0982761091090,Macaroni,Supermarket,7.75
15c7b849-8e47-48db-8038-a0f21ed83531,PWPX0982761091066,Frozen French Fries,Supermarket,11.69
15cb9032-3e67-45dc-8934-b5195ec12154,PWPX0982761091046,Orange Juice,Supermarket,6.1
15cb9032-3e67-45dc-8934-b5195ec12154,PWPX0982761091025,Trail Mix,Supermarket,6.22
15cba1bc-6a92-4c97-b37c-0cad544e059e,PWPX0982761091088,Frozen Edamame,Supermarket,13.13
15cba1bc-6a92-4c97-b37c-0cad544e059e,PWPX0982761091109,GoPro Hero 9,Electronics,908.87
1606479a-89dd-473b-8581-ea0ed7da51ce,PWPX0982761091000,Bagged Spinach,Supermarket,17.28
16195ca2-121d-42e0-ba96-9e5589db8b90,PWPX0982761091113,Google Chromecast,Electronics,750.72
1655c768-f44c-42d4-b624-042e8555739c,PWPX0982761091058,Frozen Chicken Nuggets,Supermarket,4.81
167b73cb-fa60-4765-846f-114378e68433,PWPX0982761091016,Romaine Lettuce,Supermarket,14.22
169754b4-756f-40ea-a4fe-f9c7f600a499,PWPX0982761091014,Whole Wheat Bread,Supermarket,3.85
16b4b14d-f9be-4835-b4ea-d3c54792f199,PWPX0982761091013,Rice Cakes,Supermarket,6.56
16d244b4-88b4-4f36-8412-3352e350edc9,PWPX0982761090996,Oat Milk,Supermarket,19.58
170d9b9f-9508-4690-be8b-d0a4717b2824,PWPX0982761091085,Red Grapes,Supermarket,14.67
170e9477-e1c7-4068-91ed-75765871d58f,PWPX0982761091033,Pancake Mix,Supermarket,17.78
172e57d3-77aa-4fc9-a3fb-027862682db6,PWPX0982761091047,Pickles,Supermarket,9.87
17587d03-0a6d-4e0b-ad8b-ae0b40fb50a8,PWPX0982761091003,Sliced Turkey,Supermarket,13.22
17b7955e-f75a-4239-997c-58d6c1878523,PWPX0982761091072,Cereal Bars,Supermarket,6.13
17d214af-f026-49bd-8f99-3b6747b4a065,PWPX0982761091123,JBL Flip Speaker,Electronics,307.07
17e572a0-2beb-4da2-a898-d0207d994360,PWPX0982761091019,Maple Syrup,Supermarket,8.68
18295c7c-33e3-460d-b36a-6b8c6d4450c8,PWPX0982761091098,Logitech Mouse,Electronics,225.68
18483d11-4c32-4a2f-8111-e66662d7258f,PWPX0982761091116,DJI Mini Drone,Electronics,270.42
186ff7da-506b-4baa-9d06-f261497e71aa,PWPX0982761091010,Italian Sausage,Supermarket,12.71
187956da-5f24-4fab-bbbb-7d30025f9b6b,PWPX0982761090996,Oat Milk,Supermarket,19.58
18a2f574-0f74-4a4f-9ecf-e572a72bf81e,PWPX0982761091105,Microsoft Surface Pro,Electronics,497.46
18c742a0-3cab-4396-8ff4-c4eb5f940c3e,PWPX0982761091066,Frozen French Fries,Supermarket,11.69
18d4d5f3-1954-42f9-b2bd-bdbaff9266a1,PWPX0982761091020,Frozen Waffles,Supermarket,11.08
18e52d28-27f4-4aea-a493-330cc8c15386,PWPX0982761091022,Shredded Cheese,Supermarket,16.28
18fd85f2-daf6-462e-938f-d44baf0e91a3,PWPX0982761091086,Frozen Mozzarella,Supermarket,17.09
193de20b-a16d-4f9f-95e0-48d83386ae78,PWPX0982761091053,Cottage Cheese,Supermarket,18.25
194e48e5-857e-4aa0-8674-9d485ac0a66f,PWPX0982761090997,Chicken Breast,Supermarket,5.93
19cfffc4-e8d6-4d10-9013-3195841b83a5,PWPX0982761091078,Frozen Shrimp,Supermarket,4.71
19f17b36-61bf-458c-a301-19b76fcbaca4,PWPX0982761091027,Coconut Water,Supermarket,2.72
19f5db4a-c330-48fe-ad5d-5aeb56734376,PWPX0982761091039,Chicken Wings,Supermarket,19.38
1a00b9e6-971b-43f2-b965-20ca188c624c,PWPX0982761091051,Frozen Berries,Supermarket,15.89
1a35acf8-4950-4c86-aca4-7bce47103406,PWPX0982761091039,Chicken Wings,Supermarket,19.38
1a39a30c-2c3f-4950-8640-39c54365532e,PWPX0982761091050,Rice Pudding,Supermarket,10.16
1a573440-d7ab-49a8-a3f8-58e3e0ae0bf9,PWPX0982761091051,Frozen Berries,Supermarket,15.89
1a91e6c8-3d42-4e43-b24a-8330379fa9bb,PWPX0982761091052,Baby Spinach,Supermarket,16.67
1ab5282e-eeb5-4dca-80cf-580ed65281a5,PWPX0982761091011,Avocado,Supermarket,7.3
1aca41a2-5fb9-4898-b39f-01cf1dd10f35,PWPX0982761091117,Samsung QLED TV,Electronics,710.27
1adaeb8c-d5dc-4194-9f8f-d884648849a6,PWPX0982761091035,Ranch Dressing,Supermarket,19.99
1adaeb8c-d5dc-4194-9f8f-d884648849a6,PWPX0982761091015,Bell Peppers,Supermarket,4.43
1b4eb9ff-93ee-4264-bef9-b70e3bdd59a0,PWPX0982761091019,Maple Syrup,Supermarket,8.68
1b6046c6-0221-47fc-82bc-9dd4ab06a216,PWPX0982761091091,Diced Tomatoes,Supermarket,9.48
1b6d2eec-62ef-4d94-a873-caff38293d0a,PWPX0982761091031,Corn Tortillas,Supermarket,9.97
1bb2c2e4-3efc-4bf0-93b0-933d9ad033fc,PWPX0982761091097,Beats Studio Pro Headphone,Electronics,690.88
1c1acdfb-b999-4ae2-bbf8-47d1d3a4daea,PWPX0982761091111,HP Envy Printer,Electronics,482.13
1c35023e-2f80-4d77-8c75-e44e4a37bb1b,PWPX0982761091099,Samsung Galaxy S21,Electronics,783.07
1c3ca0a5-39a7-4cc4-b855-c51240a678fe,PWPX0982761091014,Whole Wheat Bread,Supermarket,3.85
1c55fc4b-f3b4-43cd-a8f2-9bd195ee3235,PWPX0982761091045,Whole Wheat Tortillas,Supermarket,16.69
1c573b87-bf93-4d1f-aeb7-2b93f13d6dcf,PWPX0982761091005,Ketchup,Supermarket,17.79
1c5f64af-d532-4011-a0f6-6f24b57e3dea,PWPX0982761090992,Canned Tuna,Supermarket,18.6
1c9447b5-9579-47d5-9372-4049bfab35ba,PWPX0982761091079,Canned Chickpeas,Supermarket,16.82
1cfce608-82f0-41ea-b45e-32b4103a8df3,PWPX0982761091092,Basil Pesto,Supermarket,15.28
1d0d81fe-0607-4504-8cbe-ae467f629dde,PWPX0982761091097,Beats Studio Pro Headphone,Electronics,690.88
1d68e573-da3d-457a-a3c7-9cb97c2b0a6a,PWPX0982761090996,Oat Milk,Supermarket,19.58
1d6a70f6-e8c1-43c3-b34c-9babb9751771,PWPX0982761091056,Salted Butter,Supermarket,9.89
1d766909-6202-495c-a8a5-9ce95f37d22c,PWPX0982761091091,Diced Tomatoes,Supermarket,9.48
1d9e25a5-133e-4393-8ea4-3b0573dce9a6,PWPX0982761091048,Flour,Supermarket,3.48
1dbca1d3-dc76-4c2a-8e36-62288d137d12,PWPX0982761091011,Avocado,Supermarket,7.3
1dcf8886-6ba3-4dac-9e8b-43eb6a039a43,PWPX0982761091051,Frozen Berries,Supermarket,15.89
1dcf8886-6ba3-4dac-9e8b-43eb6a039a43,PWPX0982761091030,Ice Cream,Supermarket,7.29
1dd1c801-4100-466e-a24f-5f14c042abd9,PWPX0982761090982,Kellogg's Frosties,Supermarket,12.53
1e6a601d-37d0-4d4f-9525-357a52e2e451,PWPX0982761091008,Oranges,Supermarket,4.51
1e92129d-41f3-4409-a0f2-01222b191e30,PWPX0982761091000,Bagged Spinach,Supermarket,17.28
1f2c4eb7-2b46-4bd6-a36b-ef994b4c8adb,PWPX0982761090987,Cheddar Cheese,Supermarket,12.47
1f85997b-9f4a-4d9f-a872-2ba01fbcea8f,PWPX0982761091109,GoPro Hero 9,Electronics,908.87
1f944ab7-1693-4108-85ea-e9d2f70c1c4e,PWPX0982761090982,Kellogg's Frosties,Supermarket,12.53
1fc01216-bfa1-4920-9f0c-fce56516c9e0,PWPX0982761091118,Fitbit Charge 5,Electronics,310.88
1fdec9a0-b6a2-464f-80bb-11cda6daeb1d,PWPX0982761091035,Ranch Dressing,Supermarket,19.99
200b2ee8-f04d-4f9e-9370-9c1990b17819,PWPX0982761091054,Turkey Burgers,Supermarket,8.48
2058452e-9a8d-45cd-b848-9ca15b5457cf,PWPX0982761091053,Cottage Cheese,Supermarket,18.25
206324cc-cfea-4562-920e-d8a4c3dc0fa5,PWPX0982761091014,Whole Wheat Bread,Supermarket,3.85
20698293-8399-4fda-af1e-b61a9ebb8a0a,PWPX0982761090983,Uncured Bacon,Supermarket,4.67
20698293-8399-4fda-af1e-b61a9ebb8a0a,PWPX0982761090983,Uncured Bacon,Supermarket,4.67
20698293-8399-4fda-af1e-b61a9ebb8a0a,PWPX0982761090983,Uncured Bacon,Supermarket,4.67
2081f784-7658-4bc2-a8d2-8bac0bca27d6,PWPX0982761090982,Kellogg's Frosties,Supermarket,12.53
208447f7-6bf4-4fcf-a117-7090953f26a3,PWPX0982761091029,Garlic,Supermarket,12.53
2093b5ca-ee37-40cf-a316-51965be4b6ad,PWPX0982761091124,Nest Thermostat,Electronics,528.96
20b8d516-1202-408e-b927-2ec4ec5c80e0,PWPX0982761091051,Frozen Berries,Supermarket,15.89
20c8b386-e258-407e-a659-e4e93ab64c59,PWPX0982761091094,Frozen Ravioli,Supermarket,10.96
20fa6b01-c7c0-44f4-b365-b613ba999ff0,PWPX0982761091048,Flour,Supermarket,3.48
20fd1daf-0ba8-401a-a939-dc6137fe9cad,PWPX0982761091040,Hot Dog Buns,Supermarket,16.3
211e9c23-773b-4d62-9f16-8514902fa1a6,PWPX0982761091004,Instant Noodles,Supermarket,5.8
21381fa4-08cd-47c2-9267-0a568846da42,PWPX0982761091116,DJI Mini Drone,Electronics,270.42
216c438e-7211-4782-ae1c-2fccfb43c363,PWPX0982761091109,GoPro Hero 9,Electronics,908.87
21b85100-db1c-414b-a010-8adf2e3d9274,PWPX0982761091063,Sweet Potatoes,Supermarket,11.02
21bb00ad-b934-41b5-a7db-44824f38ca9f,PWPX0982761091069,Ground Beef,Supermarket,13.27
21c76fb6-71a2-43e0-9f40-12666d48f446,PWPX0982761091122,Roku Ultra Streaming Device,Electronics,632.85
22283673-9965-440e-8418-dfe006fa4d4f,PWPX0982761091077,Frozen Mixed Berries,Supermarket,3.1
22292df1-b4eb-4d60-9ffe-505a54219cc1,PWPX0982761090997,Chicken Breast,Supermarket,5.93
22292df1-b4eb-4d60-9ffe-505a54219cc1,PWPX0982761090997,Chicken Breast,Supermarket,5.93
22292df1-b4eb-4d60-9ffe-505a54219cc1,PWPX0982761090997,Chicken Breast,Supermarket,5.93
